issue_date	mutual_fund_name	name_of_issuer	cusip	number_of_shares
2012-08-09	ADVANCE_CAPITAL_I_INC	CARDINAL HEALTH, INC..	14149Y108  	12,300
2012-08-09	ADVANCE_CAPITAL_I_INC	CHEESECAKE FACTORY	163072101  	5,600
2012-08-09	ADVANCE_CAPITAL_I_INC	CATERPILLER INC.	149123101  	12,800
2012-08-09	ADVANCE_CAPITAL_I_INC	CBOE HOLDINGS INC	12503M108  	8,900
2012-08-09	ADVANCE_CAPITAL_I_INC	COMMERCE BANCSHARES	200525103  	8,000
2012-08-09	ADVANCE_CAPITAL_I_INC	CADENCE DESIGN SYSTEMS, INC.	127387108  	27,500
2012-08-09	ADVANCE_CAPITAL_I_INC	CERNER CORP	156782104  	7,100
2012-08-09	ADVANCE_CAPITAL_I_INC	CULLEN FROST BANKERS	229899109  	6,200
2012-08-09	ADVANCE_CAPITAL_I_INC	CHURCH & DWIGHT INC	171340102  	22,650
2012-08-09	ADVANCE_CAPITAL_I_INC	CHICO'S FAS INC.	168615102  	17,400
2012-08-09	ADVANCE_CAPITAL_I_INC	CLEAN HARBORS INC	184496107  	4,900
2012-08-09	ADVANCE_CAPITAL_I_INC	COMCAST CORP	20030N101  	30,700
2012-08-09	ADVANCE_CAPITAL_I_INC	CHIPOTLE MEXICANGRILL	169656105  	1,000
2012-08-09	ADVANCE_CAPITAL_I_INC	Cummins Inc	231021106  	4,500
2012-08-09	ADVANCE_CAPITAL_I_INC	COMPASS MINERALS INT	20451N101  	3,300
2012-08-09	ADVANCE_CAPITAL_I_INC	CINEMARK HOLDINGS IN	17243V102  	15,300
2012-08-09	ADVANCE_CAPITAL_I_INC	CAPITAL ONE FINANCIAL CORP	14040H105  	13,166
2012-08-09	ADVANCE_CAPITAL_I_INC	COOPER COS INC	216648402  	4,900
2012-08-09	ADVANCE_CAPITAL_I_INC	CONOCOPHILLIPS	20825C104  	5,000
2012-08-09	ADVANCE_CAPITAL_I_INC	COSTCO	22160K105  	3,700
2012-08-09	ADVANCE_CAPITAL_I_INC	COVIDIEN PLC.	G2554F113  	10,700
2012-08-09	ADVANCE_CAPITAL_I_INC	Copart Inc	217204106  	10,800
2012-08-09	ADVANCE_CAPITAL_I_INC	CAMDEN PPTY TRSH	133131102  	8,300
2012-08-09	ADVANCE_CAPITAL_I_INC	COMPUWARE CORP	205638109  	22,700
2012-08-09	ADVANCE_CAPITAL_I_INC	CREE INC.	225447101  	12,000
2012-08-09	ADVANCE_CAPITAL_I_INC	CHARLES RIVER LABORATORIES	159864107  	8,200
2012-08-09	ADVANCE_CAPITAL_I_INC	CARPENTER TECHNOLOGY	144285103  	7,000
2012-08-09	ADVANCE_CAPITAL_I_INC	CISCO	17275R102  	55,216
2012-08-09	ADVANCE_CAPITAL_I_INC	CARLISLE COS. INC.	142339100  	4,000
2012-08-09	ADVANCE_CAPITAL_I_INC	COINSTAR INC.	19259P300  	7,700
2012-08-09	ADVANCE_CAPITAL_I_INC	CSX Corp	126408103  	22,700
2012-08-09	ADVANCE_CAPITAL_I_INC	CATAMARAN CORP	148887102  	4,855
2012-08-09	ADVANCE_CAPITAL_I_INC	COVANCE INC.	222816100  	5,900
2012-08-09	ADVANCE_CAPITAL_I_INC	CVS CORPORATION	126650100  	18,850
2012-08-09	ADVANCE_CAPITAL_I_INC	CHEVRON TEXACO CORP.	166764100  	17,973
2012-08-09	ADVANCE_CAPITAL_I_INC	CORRECTIONS CORP	22025Y407  	10,300
2012-08-09	ADVANCE_CAPITAL_I_INC	CYPRESS SEMI.	232806109  	15,400
2012-08-09	ADVANCE_CAPITAL_I_INC	COMMUNITY HEALTH SYS	203668108  	11,600
2012-08-09	ADVANCE_CAPITAL_I_INC	CITY NATIONAL CORPORATION	178566105  	4,700
2012-08-09	ADVANCE_CAPITAL_I_INC	DARLING INTL INC	237266101  	41,000
2012-08-09	ADVANCE_CAPITAL_I_INC	DONALDSON COMPANY, INC.	257651109  	15,200
2012-08-09	ADVANCE_CAPITAL_I_INC	DELL COMPUTER	24702R101  	22,197
2012-08-09	ADVANCE_CAPITAL_I_INC	DANAHER CORPORATION	235851102  	10,000
2012-08-09	ADVANCE_CAPITAL_I_INC	DISNEY, WALT COMPANY	254687106  	16,000
2012-08-09	ADVANCE_CAPITAL_I_INC	DICK'S SPORTING GOOD	253393102  	7,400
2012-08-09	ADVANCE_CAPITAL_I_INC	DOLLAR TREE INC	256746108  	7,300
2012-08-09	ADVANCE_CAPITAL_I_INC	DRESSER-RAND GROUP	261608103  	7,600
2012-08-09	ADVANCE_CAPITAL_I_INC	DUKE REALTY INVESTMENTS, INC.	264411505  	27,000
2012-08-09	ADVANCE_CAPITAL_I_INC	DRIL-QUIP INC	262037104  	3,500
2012-08-09	ADVANCE_CAPITAL_I_INC	DEVON ENERGY CORPORATION	25179M103  	9,139
2012-08-09	ADVANCE_CAPITAL_I_INC	BRINKER INTERNATIONA	109641100  	7,900
2012-08-09	ADVANCE_CAPITAL_I_INC	ENERGEN CORPCOM	29265N108  	7,500
2012-08-09	ADVANCE_CAPITAL_I_INC	EMC CORPORATION - MA	268648102  	15,461
2012-08-09	ADVANCE_CAPITAL_I_INC	EMERSON ELECTRIC COMPANY	291011104  	6,700
2012-08-09	ADVANCE_CAPITAL_I_INC	ENDO PHARMACEUTICALS	29264F205  	48,300
2012-08-09	ADVANCE_CAPITAL_I_INC	ENERGIZER HOLDINGS	29266R108  	8,300
2012-08-09	ADVANCE_CAPITAL_I_INC	EQUINIX INC	29444U502  	3,700
2012-08-09	ADVANCE_CAPITAL_I_INC	ESSEX PROPERTY TRUST	297178105  	3,600
2012-08-09	ADVANCE_CAPITAL_I_INC	EATON VANCE CORPORATION	278265103  	11,900
2012-08-09	ADVANCE_CAPITAL_I_INC	EDWARDS LIFESCIENCESCORP	28176E108  	7,900
2012-08-09	ADVANCE_CAPITAL_I_INC	EAST-WEST BANCORP INC	27579R104  	15,200
2012-08-09	ADVANCE_CAPITAL_I_INC	EXELON CORP	30161N101  	11,800
2012-08-09	ADVANCE_CAPITAL_I_INC	EZCORP INCCL A NON	302301106  	13,700
2012-08-09	ADVANCE_CAPITAL_I_INC	FIRST AMERICAN FINAN	31847R102  	11,100
2012-08-09	ADVANCE_CAPITAL_I_INC	FASTENAL CO	311900104  	10,650
2012-08-09	ADVANCE_CAPITAL_I_INC	FIRST CASH FINANCIAL	31942D107  	11,200
2012-08-09	ADVANCE_CAPITAL_I_INC	Freeport-McMoRan	35671D857  	20,674
2012-08-09	ADVANCE_CAPITAL_I_INC	FACTSET RESEARCH SYS	303075105  	7,200
2012-08-09	ADVANCE_CAPITAL_I_INC	FEDEX CORPORATION	31428X106  	3,500
2012-08-09	ADVANCE_CAPITAL_I_INC	F5 NETWORKS INC	315616102  	5,950
2012-08-09	ADVANCE_CAPITAL_I_INC	FOOT LOCKER INCCOM	344849104  	15,300
2012-08-09	ADVANCE_CAPITAL_I_INC	FLOWERS FOODS INC	343498101  	11,600
2012-08-09	ADVANCE_CAPITAL_I_INC	FLUOR CORP	343412102  	4,390
2012-08-09	ADVANCE_CAPITAL_I_INC	FIDELITY NATIONAL	31620R105  	23,100
2012-08-09	ADVANCE_CAPITAL_I_INC	FIRST NIAGARA FINANC	33582V108  	35,600
2012-08-09	ADVANCE_CAPITAL_I_INC	FEDERAL REALTY INVES	313747206  	6,400
2012-08-09	ADVANCE_CAPITAL_I_INC	FOREST LABORATORIES	345838106  	6,685
2012-08-09	ADVANCE_CAPITAL_I_INC	FULTON FINANCIAL COR	360271100  	20,900
2012-08-09	ADVANCE_CAPITAL_I_INC	GENERAL DYNAMICS CORPORATION	369550108  	4,800
2012-08-09	ADVANCE_CAPITAL_I_INC	GARDNER DENVER MACHY	365558105  	5,100
2012-08-09	ADVANCE_CAPITAL_I_INC	GENERAL ELECTRIC COMPANY	369604103  	64,000
2012-08-09	ADVANCE_CAPITAL_I_INC	GRACO INC	384109104  	6,200
2012-08-09	ADVANCE_CAPITAL_I_INC	GENERAL MILLS, INC.	370334104  	12,200
2012-08-09	ADVANCE_CAPITAL_I_INC	CORNING INC.	219350105  	25,600
2012-08-09	ADVANCE_CAPITAL_I_INC	GREEN MTN COFFEE	393122106  	13,600
2012-08-09	ADVANCE_CAPITAL_I_INC	GENTEX CORP.	371901109  	10,000
2012-08-09	ADVANCE_CAPITAL_I_INC	GOOGLE	38259P508  	269
2012-08-09	ADVANCE_CAPITAL_I_INC	GLOBAL PAYMENTS INC	37940X102  	8,200
2012-08-09	ADVANCE_CAPITAL_I_INC	HANCOCK HOLDING CO	410120109  	8,700
2012-08-09	ADVANCE_CAPITAL_I_INC	HANESBRAND INC	410345102  	10,100
2012-08-09	ADVANCE_CAPITAL_I_INC	HCC Insurance Hldgs..	404132102  	10,400
2012-08-09	ADVANCE_CAPITAL_I_INC	HOME DEPOT	437076102  	8,600
2012-08-09	ADVANCE_CAPITAL_I_INC	HOLLYFRONTIER CORP	436106108  	20,900
2012-08-09	ADVANCE_CAPITAL_I_INC	HERBALIFE LTD	G4412G101  	13,850
2012-08-09	ADVANCE_CAPITAL_I_INC	HEALTH MANAGEMENT AS	421933102  	34,200
2012-08-09	ADVANCE_CAPITAL_I_INC	HOLOGIC INC	436440101  	27,300
2012-08-09	ADVANCE_CAPITAL_I_INC	HELMERICH & PAYNE	423452101  	14,500
2012-08-09	ADVANCE_CAPITAL_I_INC	HILLSHIRE BRANDS CO	432589109  	7,500
2012-08-09	ADVANCE_CAPITAL_I_INC	HENRY SCHEIN INC.	806407102  	9,200
2012-08-09	ADVANCE_CAPITAL_I_INC	HSN INC.	404303109  	7,300
2012-08-09	ADVANCE_CAPITAL_I_INC	HUBBELL INC	443510201  	6,100
2012-08-09	ADVANCE_CAPITAL_I_INC	IBM	459200101  	7,450
2012-08-09	ADVANCE_CAPITAL_I_INC	IDEXX LABORATORIES	45168D104  	4,400
2012-08-09	ADVANCE_CAPITAL_I_INC	IDEX CORPORATION	45167R104  	8,700
2012-08-09	ADVANCE_CAPITAL_I_INC	INFORMATICA CORP	45666Q102  	15,500
2012-08-09	ADVANCE_CAPITAL_I_INC	INGREDION INC.	457187102  	19,300
2012-08-09	ADVANCE_CAPITAL_I_INC	WORLD FUEL SERVICES	981475106  	22,650
2012-08-09	ADVANCE_CAPITAL_I_INC	INTEL	458140100  	50,105
2012-08-09	ADVANCE_CAPITAL_I_INC	GARTNER INCCOM	366651107  	11,700
2012-08-09	ADVANCE_CAPITAL_I_INC	ILLINOIS TOOL WORKS	452308109  	9,500
2012-08-09	ADVANCE_CAPITAL_I_INC	HUNT J B TRANS SVCS	445658107  	6,900
2012-08-09	ADVANCE_CAPITAL_I_INC	JOHNSON CONTROLS INC	478366107  	11,600
2012-08-09	ADVANCE_CAPITAL_I_INC	JACK HENRY & ASSOC.	426281101  	8,900
2012-08-09	ADVANCE_CAPITAL_I_INC	JONES LANG LASALLE,INC.	48020Q107  	6,900
2012-08-09	ADVANCE_CAPITAL_I_INC	JOHNSON & JOHNSON	478160104  	48,057
2012-08-09	ADVANCE_CAPITAL_I_INC	JOY GLOBAL INC	481165108  	10,250
2012-08-09	ADVANCE_CAPITAL_I_INC	JP MORGAN CHASE & CO..	46625H100  	10,810
2012-08-09	ADVANCE_CAPITAL_I_INC	WILEY JOHN & SONS	968223206  	4,800
2012-08-09	ADVANCE_CAPITAL_I_INC	KBR INC	48242W106  	14,900
2012-08-09	ADVANCE_CAPITAL_I_INC	KIMBERLY-CLARK CORPORATION	494368103  	22,400
2012-08-09	ADVANCE_CAPITAL_I_INC	KENNAMETAL INC	489170100  	8,300
2012-08-09	ADVANCE_CAPITAL_I_INC	COCA COLA	191216100  	25,000
2012-08-09	ADVANCE_CAPITAL_I_INC	KOHLS CORPORATION	500255104  	8,900
2012-08-09	ADVANCE_CAPITAL_I_INC	KANSAS CITY SOUTHERN	485170302  	11,100
2012-08-09	ADVANCE_CAPITAL_I_INC	LOEWS CORP	540424108  	7,026
2012-08-09	ADVANCE_CAPITAL_I_INC	LEAR CORP	521865204  	6,190
2012-08-09	ADVANCE_CAPITAL_I_INC	LINCOLN ELECTRIC	533900106  	8,400
2012-08-09	ADVANCE_CAPITAL_I_INC	LENNOX INTERNATIONAL	526107107  	5,300
2012-08-09	ADVANCE_CAPITAL_I_INC	LKQ CORPCOM	501889208  	24,000
2012-08-09	ADVANCE_CAPITAL_I_INC	L-3 COMMUNICATIONS	502424104  	3,518
2012-08-09	ADVANCE_CAPITAL_I_INC	LILLY (ELI)	532457108  	12,338
2012-08-09	ADVANCE_CAPITAL_I_INC	Liberty Media Corp.	530322106  	2,949
2012-08-09	ADVANCE_CAPITAL_I_INC	ALLIANT ENERGY CORP	018802108  	11,400
2012-08-09	ADVANCE_CAPITAL_I_INC	LIBERTY PPTY TRSH	531172104  	12,000
2012-08-09	ADVANCE_CAPITAL_I_INC	LANDSTAR SYSTEM INC	515098101  	4,900
2012-08-09	ADVANCE_CAPITAL_I_INC	LIFE TIME FITNESS	53217R207  	4,400
2012-08-09	ADVANCE_CAPITAL_I_INC	MACERICH COCOM	554382101  	13,400
2012-08-09	ADVANCE_CAPITAL_I_INC	MCDONALD'S CORPORATION	580135101  	8,700
2012-08-09	ADVANCE_CAPITAL_I_INC	MICROS SYSTEMS INC	594901100  	6,000
2012-08-09	ADVANCE_CAPITAL_I_INC	MEDNAX INC	58502B106  	3,300
2012-08-09	ADVANCE_CAPITAL_I_INC	MONDELEZ INTERNATION	609207105  	45,800
2012-08-09	ADVANCE_CAPITAL_I_INC	MEDTRONIC INC.	585055106  	16,600
2012-08-09	ADVANCE_CAPITAL_I_INC	MDU RES GROUP INC	552690109  	10,400
2012-08-09	ADVANCE_CAPITAL_I_INC	MOHAWK INDUSTRIES	608190104  	5,800
2012-08-09	ADVANCE_CAPITAL_I_INC	3M CO.	88579Y101  	3,900
2012-08-09	ADVANCE_CAPITAL_I_INC	ALTRIA GROUP INC.IES, INC.	02209S103  	47,002
2012-08-09	ADVANCE_CAPITAL_I_INC	MARATHON PETROLEUM	56585A102  	7,900
2012-08-09	ADVANCE_CAPITAL_I_INC	MERCK & COMPANY, INC..	58933Y105  	51,500
2012-08-09	ADVANCE_CAPITAL_I_INC	MARATHON OIL CORP..	565849106  	17,500
2012-08-09	ADVANCE_CAPITAL_I_INC	MARVELL TECHNOLOGY	G5876H105  	22,445
2012-08-09	ADVANCE_CAPITAL_I_INC	MSCI INC	55354G100  	12,200
2012-08-09	ADVANCE_CAPITAL_I_INC	MICROSOFT	594918104  	48,515
2012-08-09	ADVANCE_CAPITAL_I_INC	MSC INDUSTRIAL DIREC	553530106  	6,400
2012-08-09	ADVANCE_CAPITAL_I_INC	METTLER-TOLEDO INTL.	592688105  	2,500
2012-08-09	ADVANCE_CAPITAL_I_INC	MYLAN INCCOM	628530107  	39,500
2012-08-09	ADVANCE_CAPITAL_I_INC	NATIONAL INSTRUMENTSCORP.	636518102  	9,500
2012-08-09	ADVANCE_CAPITAL_I_INC	NCR CORPCOM	62886E108  	26,500
2012-08-09	ADVANCE_CAPITAL_I_INC	NEXTERA ENERGY INC	65339F101  	9,600
2012-08-09	ADVANCE_CAPITAL_I_INC	NEWMARKET CORP	651587107  	1,100
2012-08-09	ADVANCE_CAPITAL_I_INC	NATIONAL FUEL GAS	636180101  	11,900
2012-08-09	ADVANCE_CAPITAL_I_INC	NIKE	654106103  	2,900
2012-08-09	ADVANCE_CAPITAL_I_INC	NATIONAL OILWELLVARCO INC	637071101  	14,900
2012-08-09	ADVANCE_CAPITAL_I_INC	NEUSTAR INC	64126X201  	9,800
2012-08-09	ADVANCE_CAPITAL_I_INC	NETEASE	64110W102  	8,200
2012-08-09	ADVANCE_CAPITAL_I_INC	NORTHERN TRUST CORPORATION	665859104  	10,800
2012-08-09	ADVANCE_CAPITAL_I_INC	NVIDIA CORP.	67066G104  	16,585
2012-08-09	ADVANCE_CAPITAL_I_INC	NV ENERGY INCCOM	67073Y106  	30,400
2012-08-09	ADVANCE_CAPITAL_I_INC	NVR INCCM	62944T105  	500
2012-08-09	ADVANCE_CAPITAL_I_INC	NXP SEMICONDUCTOR	N6596X109  	24,900
2012-08-09	ADVANCE_CAPITAL_I_INC	NEW YORK COMM BANCOR	649445103  	44,400
2012-08-09	ADVANCE_CAPITAL_I_INC	NYSE EURONEXT	629491101  	14,500
2012-08-09	ADVANCE_CAPITAL_I_INC	REALTY INCOME CORP	756109104  	13,500
2012-08-09	ADVANCE_CAPITAL_I_INC	OMNICARE INC	681904108  	11,800
2012-08-09	ADVANCE_CAPITAL_I_INC	OGE ENERGY PROGRAM	670837103  	12,200
2012-08-09	ADVANCE_CAPITAL_I_INC	OCEANEERING INTERNAT	675232102  	13,000
2012-08-09	ADVANCE_CAPITAL_I_INC	OIL STATES INTL	678026105  	12,700
2012-08-09	ADVANCE_CAPITAL_I_INC	ORACLE	68389X105  	34,971
2012-08-09	ADVANCE_CAPITAL_I_INC	OCCIDENTAL PETROLEUM	674599105  	2,626
2012-08-09	ADVANCE_CAPITAL_I_INC	VERIFONE SYSTEMS INC	92342Y109  	21,900
2012-08-09	ADVANCE_CAPITAL_I_INC	PEPSICO, INC.	713448108  	30,400
2012-08-09	ADVANCE_CAPITAL_I_INC	PETSMART INC.	716768106  	9,300
2012-08-09	ADVANCE_CAPITAL_I_INC	PFIZER INC.	717081103  	51,020
2012-08-09	ADVANCE_CAPITAL_I_INC	PROCTOR & GAMBLE	742718109  	31,800
2012-08-09	ADVANCE_CAPITAL_I_INC	POLARIS INDUSTRIES	731068102  	5,600
2012-08-09	ADVANCE_CAPITAL_I_INC	PACKAGING CORP OF AM	695156109  	10,200
2012-08-09	ADVANCE_CAPITAL_I_INC	POLYCOM	73172K104  	18,100
2012-08-09	ADVANCE_CAPITAL_I_INC	PNC BANK CORPORATION	693475105  	8,000
2012-08-09	ADVANCE_CAPITAL_I_INC	PENTAIR INC	709631105  	5,800
2012-08-09	ADVANCE_CAPITAL_I_INC	PANERA BREAD CO	69840W108  	3,000
2012-08-09	ADVANCE_CAPITAL_I_INC	PPG INDS INC.	693506107  	4,500
2012-08-09	ADVANCE_CAPITAL_I_INC	PPL CORPORATION	69351T106  	21,500
2012-08-09	ADVANCE_CAPITAL_I_INC	PERRIGO COMPANY	714290103  	6,100
2012-08-09	ADVANCE_CAPITAL_I_INC	PHILLIPS 66	718546104  	4,537
2012-08-09	ADVANCE_CAPITAL_I_INC	PVH CORP	693656100  	7,200
2012-08-09	ADVANCE_CAPITAL_I_INC	PLAINS EXPLORATION	726505100  	13,000
2012-08-09	ADVANCE_CAPITAL_I_INC	QUALCOMM INC	747525103  	14,700
2012-08-09	ADVANCE_CAPITAL_I_INC	RALCORP HOLDINGS COR	751028101  	3,200
2012-08-09	ADVANCE_CAPITAL_I_INC	REYNOLDS AMERICAN	761713106  	12,300
2012-08-09	ADVANCE_CAPITAL_I_INC	RACKSPACE HOSTING	750086100  	10,700
2012-08-09	ADVANCE_CAPITAL_I_INC	RENT-A-CENTER INC	76009N100  	9,400
2012-08-09	ADVANCE_CAPITAL_I_INC	EVEREST REINSURANCE	G3223R108  	5,300
2012-08-09	ADVANCE_CAPITAL_I_INC	REGENERON PHARMACEUT	75886F107  	5,500
2012-08-09	ADVANCE_CAPITAL_I_INC	REINSURANCE GROUPAMER INC	759351604  	10,600
2012-08-09	ADVANCE_CAPITAL_I_INC	ROYAL GOLD INC	780287108  	3,300
2012-08-09	ADVANCE_CAPITAL_I_INC	RAYMOND JAMES FINANCIAL, INC.	754730109  	11,200
2012-08-09	ADVANCE_CAPITAL_I_INC	ROCK-TENN CO	772739207  	5,500
2012-08-09	ADVANCE_CAPITAL_I_INC	RESMED INC.	761152107  	11,200
2012-08-09	ADVANCE_CAPITAL_I_INC	ROVI CORP	779376102  	11,100
2012-08-09	ADVANCE_CAPITAL_I_INC	RPM INTERNATIONALINC	749685103  	13,100
2012-08-09	ADVANCE_CAPITAL_I_INC	RELIANCE STEEL & ALU	759509102  	7,500
2012-08-09	ADVANCE_CAPITAL_I_INC	RAYTHEON CO	755111507  	8,600
2012-08-09	ADVANCE_CAPITAL_I_INC	RAYONIER INC	754907103  	12,300
2012-08-09	ADVANCE_CAPITAL_I_INC	SIGNATURE BANK	82669G104  	6,600
2012-08-09	ADVANCE_CAPITAL_I_INC	SERVICE CORP INTL	817565104  	21,900
2012-08-09	ADVANCE_CAPITAL_I_INC	SEI CORPORATION	784117103  	20,500
2012-08-09	ADVANCE_CAPITAL_I_INC	SMITHFIELD FOODS INC	832248108  	15,500
2012-08-09	ADVANCE_CAPITAL_I_INC	SHAW GROUP INC	820280105  	6,800
2012-08-09	ADVANCE_CAPITAL_I_INC	JM SMUCKER CO	832696405  	3,750
2012-08-09	ADVANCE_CAPITAL_I_INC	SILICON LABORATORIES	826919102  	7,600
2012-08-09	ADVANCE_CAPITAL_I_INC	SL GREEN REALTY CORP	78440X101  	9,100
2012-08-09	ADVANCE_CAPITAL_I_INC	SILGAN HOLDINGS INC	827048109  	5,200
2012-08-09	ADVANCE_CAPITAL_I_INC	SOLERA HOLDINGS INC	83421A104  	19,350
2012-08-09	ADVANCE_CAPITAL_I_INC	SM ENERGY CO	78454L100  	6,400
2012-08-09	ADVANCE_CAPITAL_I_INC	SCOTTS MIRACLE-GRO C	810186106  	4,700
2012-08-09	ADVANCE_CAPITAL_I_INC	SENIOR HOUSING PROP	81721M109  	18,100
2012-08-09	ADVANCE_CAPITAL_I_INC	SYNOPSYS, INC.*	871607107  	18,400
2012-08-09	ADVANCE_CAPITAL_I_INC	SUPERIOR ENERGY SERV	868157108  	16,400
2012-08-09	ADVANCE_CAPITAL_I_INC	SPX CORPCOM	784635104  	5,300
2012-08-09	ADVANCE_CAPITAL_I_INC	QUESTAR CORP	748356102  	24,100
2012-08-09	ADVANCE_CAPITAL_I_INC	SOLARWINDS INC	83416B109  	5,500
2012-08-09	ADVANCE_CAPITAL_I_INC	SKYWORKS SOLUTIONS I	83088M102  	19,200
2012-08-09	ADVANCE_CAPITAL_I_INC	STRYKER CORPORATION	863667101  	4,700
2012-08-09	ADVANCE_CAPITAL_I_INC	SYMANTEC CORPORATION	871503108  	19,955
2012-08-09	ADVANCE_CAPITAL_I_INC	AT&T	00206R102  	80,300
2012-08-09	ADVANCE_CAPITAL_I_INC	TAUBMAN CENTERS INC	876664103  	5,900
2012-08-09	ADVANCE_CAPITAL_I_INC	TORONTO DOMINION	891160509  	8,200
2012-08-09	ADVANCE_CAPITAL_I_INC	TERADATA CORPORATION	88076W103  	8,300
2012-08-09	ADVANCE_CAPITAL_I_INC	TECH DATA CORPCOM	878237106  	6,600
2012-08-09	ADVANCE_CAPITAL_I_INC	Teva Pharmaceutical	881624209  	12,000
2012-08-09	ADVANCE_CAPITAL_I_INC	TRIUMPH GROUP INCCOM	896818101  	5,000
2012-08-09	ADVANCE_CAPITAL_I_INC	TARGET CORP.	87612E106  	17,700
2012-08-09	ADVANCE_CAPITAL_I_INC	THORATEC CORPORATION	885175307  	6,100
2012-08-09	ADVANCE_CAPITAL_I_INC	TIBCO SOFTWARE INC	88632Q103  	16,600
2012-08-09	ADVANCE_CAPITAL_I_INC	TJX COMPANIES, INC.	872540109  	11,400
2012-08-09	ADVANCE_CAPITAL_I_INC	TIMKEN CO	887389104  	11,400
2012-08-09	ADVANCE_CAPITAL_I_INC	Trimble Navigation	896239100  	12,700
2012-08-09	ADVANCE_CAPITAL_I_INC	TRINITY INDS INC	896522109  	8,400
2012-08-09	ADVANCE_CAPITAL_I_INC	ST PAUL TRAVELERS CO	89417E109  	10,400
2012-08-09	ADVANCE_CAPITAL_I_INC	TRW Automotive Holdings Co	87264S106  	16,200
2012-08-09	ADVANCE_CAPITAL_I_INC	TRACTOR SUPPLY CO	892356106  	13,500
2012-08-09	ADVANCE_CAPITAL_I_INC	TUPPERWARE BRANDS	899896104  	16,550
2012-08-09	ADVANCE_CAPITAL_I_INC	TW TELECOM INC	87311L104  	15,000
2012-08-09	ADVANCE_CAPITAL_I_INC	TIME WARNER INC	887317303  	17,200
2012-08-09	ADVANCE_CAPITAL_I_INC	TEXAS INSTRUMENTS	882508104  	16,100
2012-08-09	ADVANCE_CAPITAL_I_INC	UNDER ARMOUR INC	904311107  	7,400
2012-08-09	ADVANCE_CAPITAL_I_INC	UDR INCCOM	902653104  	25,300
2012-08-09	ADVANCE_CAPITAL_I_INC	UGI HOLDING CORPCOM	902681105  	15,200
2012-08-09	ADVANCE_CAPITAL_I_INC	UNIVERSAL HEALTH SVS	913903100  	14,200
2012-08-09	ADVANCE_CAPITAL_I_INC	UNITEDHEALTH GROUP I	91324P102  	14,000
2012-08-09	ADVANCE_CAPITAL_I_INC	UNIT CORP	909218109  	5,900
2012-08-09	ADVANCE_CAPITAL_I_INC	UPS	911312106  	5,300
2012-08-09	ADVANCE_CAPITAL_I_INC	UNITED RENTALS INC.	911363109  	12,200
2012-08-09	ADVANCE_CAPITAL_I_INC	URS CORPCM	903236107  	7,900
2012-08-09	ADVANCE_CAPITAL_I_INC	U.S. BANCORP	902973304  	21,700
2012-08-09	ADVANCE_CAPITAL_I_INC	UNITED THERAPEUTICS	91307C102  	5,600
2012-08-09	ADVANCE_CAPITAL_I_INC	UTI WORLDWIDE INC.	G87210103  	11,100
2012-08-09	ADVANCE_CAPITAL_I_INC	UNITED TECHNOLOGIESCORPORATION	913017109  	8,500
2012-08-09	ADVANCE_CAPITAL_I_INC	VISA INC	92826C839  	5,900
2012-08-09	ADVANCE_CAPITAL_I_INC	VALSPAR CORPORATION	920355104  	9,300
2012-08-09	ADVANCE_CAPITAL_I_INC	VALERO ENERGY CORP	91913Y100  	10,000
2012-08-09	ADVANCE_CAPITAL_I_INC	VALMONT INDUSTRIES	920253101  	2,300
2012-08-09	ADVANCE_CAPITAL_I_INC	VODAFONE GROUP PLC	92857W209  	14,165
2012-08-09	ADVANCE_CAPITAL_I_INC	VERTEX PHARMA.	92532F100  	15,900
2012-08-09	ADVANCE_CAPITAL_I_INC	VERIZON COMM	92343V104  	19,200
2012-08-09	ADVANCE_CAPITAL_I_INC	WABTEC	929740108  	5,000
2012-08-09	ADVANCE_CAPITAL_I_INC	WALGREEN CO	931422109  	10,200
2012-08-09	ADVANCE_CAPITAL_I_INC	WASTE CONNECTIONS	941053100  	32,900
2012-08-09	ADVANCE_CAPITAL_I_INC	WADDEL & REED FINANCIAL CLASS A	930059100  	8,800
2012-08-09	ADVANCE_CAPITAL_I_INC	WELLS FARGO	949746101  	38,900
2012-08-09	ADVANCE_CAPITAL_I_INC	WAL-MART	931142103  	13,899
2012-08-09	ADVANCE_CAPITAL_I_INC	WESTAR ENERGY INC	95709T100  	16,600
2012-08-09	ADVANCE_CAPITAL_I_INC	WR BERKLEY CORP	084423102  	11,300
2012-08-09	ADVANCE_CAPITAL_I_INC	WILLIAMS-SONOMA, INC..*	969904101  	10,400
2012-08-09	ADVANCE_CAPITAL_I_INC	AQUA AMERICA INC.	03836W103  	18,800
2012-08-09	ADVANCE_CAPITAL_I_INC	WESTERN UNION	959802109  	36,100
2012-08-09	ADVANCE_CAPITAL_I_INC	WOODWARD INC.	980745103  	9,600
2012-08-09	ADVANCE_CAPITAL_I_INC	WEX Inc.	96208T104  	8,750
2012-08-09	ADVANCE_CAPITAL_I_INC	CIMAREX ENERGY CO	171798101  	8,800
2012-08-09	ADVANCE_CAPITAL_I_INC	EXXON MOBIL CORP.	30231G102  	37,203
2012-08-09	ADVANCE_CAPITAL_I_INC	ZEBRA TECHNOLOGIES	989207105  	6,800
2012-08-09	ADVANCE_CAPITAL_I_INC	AARONS INC	002535300  	8,200
